"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"chr15-43122614-43123575",0.00272342548467029,0.667447056685595,0.196,0.129,1
"chr10-102673817-102674980",0.00272611527552514,1.06679937941555,0.156,0.081,1
"chr11-6617948-6619888",0.00273220937740991,0.282294273787878,0.384,0.346,1
"chr7-155618610-155619493",0.0027345210017714,0.415055876415533,0.388,0.334,1
"chr4-88158412-88159454",0.00273524475124451,0.633018382620353,0.2,0.127,1
"chr4-73653610-73654112",0.00273862802481113,0.956614628731167,0.176,0.096,1
"chr19-44112816-44114025",0.00273917250058321,0.289310136100744,0.504,0.427,1
"chr5-66307631-66308078",0.0027425523600307,1.1230115830095,0.124,0.057,1
"chr11-68751183-68751917",0.0027433042161524,-0.830636043291014,0.224,0.338,1
"chr11-8810428-8811327",0.00274405826896133,0.619620788311397,0.28,0.167,1
"chr9-93575374-93578593",0.00274503524323195,0.319996210666234,0.464,0.369,1
"chr12-31403062-31403568",0.00275694591467441,-1.15962518531837,0.076,0.166,1
"chr5-783968-785292",0.00275738725541648,0.275770307997077,0.384,0.326,1
"chr6-31196729-31199200",0.00276208359351147,-0.68380746925028,0.364,0.5,1
"chr10-133318419-133319135",0.00276352732252014,-1.06752737607721,0.12,0.236,1
"chr9-133403785-133404472",0.0027679438574551,-1.7194093957969,0.04,0.128,1
"chrX-24148808-24150880",0.00276839610201573,0.264920761588765,0.584,0.508,1
"chr17-27601645-27602113",0.00276859363910106,1.16481860705946,0.104,0.057,1
"chr4-86977531-86978178",0.00276954269696324,0.472000961424798,0.252,0.159,1
"chr8-81235189-81235679",0.00277594642042884,-1.48385249388864,0.04,0.114,1
"chr10-34539427-34540145",0.00277619056039583,0.517046583228433,0.22,0.145,1
"chr7-94620675-94621155",0.00278519172404445,1.07410086409548,0.108,0.069,1
"chr4-52711297-52713801",0.00278521901595906,0.213543113187921,0.664,0.585,1
"chr7-123872268-123872645",0.00278523275008558,1.058102965721,0.148,0.077,1
"chr2-170112990-170113677",0.00279082216707579,-1.42209491677654,0.108,0.184,1
"chr5-134026445-134026975",0.00279088001230537,-1.62820511155023,0.044,0.145,1
"chr10-123241187-123242398",0.00279186428505882,-1.4027224827666,0.068,0.162,1
"chr22-42623261-42624189",0.00280353666802818,-1.70558142644325,0.04,0.126,1
"chr3-8663440-8663903",0.00280587175823833,0.872763542284191,0.152,0.095,1
"chr8-41747689-41748387",0.00280955819604528,-1.89247718661742,0.052,0.11,1
"chr9-130834437-130836130",0.00281312216139761,0.34076783096063,0.392,0.337,1
"chr1-204350664-204351385",0.00281315900414254,0.776062389049299,0.156,0.09,1
"chr10-103578673-103579428",0.00281458112319019,-1.04279788046774,0.192,0.299,1
"chr2-213283964-213285012",0.00281609136041224,0.309560042849934,0.404,0.35,1
"chrX-155880811-155881786",0.00281914756422996,-0.6504810321829,0.28,0.419,1
"chr10-132536619-132540898",0.00281968768812046,-0.52991423806632,0.588,0.705,1
"chr7-90463281-90463783",0.002823209862512,0.818701703673948,0.116,0.069,1
"chr1-99969319-99970756",0.0028261672887511,0.33793166639032,0.32,0.287,1
"chr10-26733325-26734643",0.00283052377666873,-1.09455711702466,0.228,0.319,1
"chr3-129118782-129124025",0.00283084954008274,-0.622884342107761,0.488,0.603,1
"chr2-178193593-178195577",0.0028318109641426,0.202224023685837,0.552,0.482,1
"chr7-30740370-30740887",0.00283186730033224,0.801050374530963,0.204,0.119,1
"chr16-588309-590699",0.00283346923942622,-0.521282678235017,0.56,0.675,1
"chr19-1101250-1105391",0.00283447995480269,-0.514948660797521,0.5,0.606,1
"chr14-92891076-92891822",0.00283837570574614,-1.38435659763119,0.092,0.171,1
"chr12-77745962-77746595",0.00284401063043425,0.369318629182165,0.28,0.246,1
"chr19-18172909-18174686",0.00284773559409508,0.272363209702985,0.36,0.294,1
"chr6-10411928-10413338",0.00285438714464915,0.368125783131992,0.276,0.199,1
"chr3-125766163-125767464",0.0028568281687861,0.574883593023604,0.236,0.174,1
"chr9-2621135-2624066",0.0028575464593112,-0.572996522242695,0.48,0.581,1
"chr10-11741897-11742842",0.00285855885847452,0.334151240570314,0.236,0.19,1
"chr1-62530536-62530952",0.00286186048373861,-1.97588725262381,0.04,0.104,1
"chr2-197804188-197805589",0.00287512873381252,-1.01506470673567,0.14,0.256,1
"chr10-107164503-107164985",0.00287645510427028,0.764395108518858,0.144,0.073,1
"chr18-50967538-50968817",0.0028773084679935,0.398805827513357,0.44,0.367,1
"chr6-99349000-99350955",0.00287856343392316,-0.971407097045946,0.248,0.374,1
"chr14-80941104-80942491",0.00287901113507917,0.452066245153706,0.376,0.322,1
"chr1-151198049-151199531",0.00288019860577424,-0.878157418923495,0.228,0.367,1
"chr11-61827214-61829388",0.00288413951152029,0.369491388994125,0.356,0.289,1
"chr5-142866815-142867432",0.00288592798614996,0.759563595220131,0.18,0.117,1
"chr1-181936949-181937617",0.00288724611761895,-1.50757056519718,0.072,0.131,1
"chr7-50632493-50633308",0.00288908031077388,-1.59401498394356,0.056,0.137,1
"chr3-133805319-133806669",0.00288998349233512,0.371755617242725,0.356,0.306,1
"chrX-65034341-65035806",0.00289192923216254,0.28911085330096,0.412,0.368,1
"chr12-109432688-109434002",0.00289553546383903,-1.3549077759345,0.064,0.156,1
"chr19-54172608-54173474",0.00289970838147933,-0.819932534875629,0.168,0.285,1
"chr7-151471687-151472523",0.00290592526179601,-1.7085127398532,0.036,0.1,1
"chr19-46990885-46991843",0.00291202582947926,0.725863673151874,0.132,0.088,1
"chr3-20340328-20340711",0.00291493375188704,0.878455746741478,0.104,0.062,1
"chr11-66545571-66547074",0.0029193628583395,-0.662387061211594,0.336,0.478,1
"chr9-104868379-104869544",0.00292136864621649,-1.36441682703138,0.048,0.133,1
"chr10-103244626-103245105",0.00292442869686853,-1.75533689366932,0.04,0.109,1
"chr20-45856828-45858183",0.00292504393825554,0.339628027405563,0.492,0.409,1
"chr14-24188038-24189234",0.00293138682879697,0.381484811612908,0.456,0.413,1
"chr15-34209449-34210620",0.00293368428845694,0.24736117232592,0.48,0.405,1
"chr18-76709688-76710179",0.00293554530097795,0.976295992900697,0.176,0.095,1
"chr19-19732492-19733645",0.00293635482061145,0.400202899144633,0.392,0.335,1
"chr20-31674032-31676278",0.00293730734762909,0.978086189940377,0.108,0.061,1
"chr8-124726562-124729288",0.00293913496512897,-0.761177629173636,0.368,0.525,1
"chr14-92793604-92794806",0.00294159470544165,-0.451921579947902,0.484,0.59,1
"chr19-10515868-10519395",0.00294437436030245,1.34972293285004,0.112,0.051,1
"chr17-78777725-78783023",0.00294968351121124,-0.561706789303688,0.412,0.553,1
"chr22-36528395-36530185",0.0029532486087539,-0.565838720771416,0.388,0.492,1
"chr7-149623950-149625942",0.00295490339237867,0.308740106340596,0.5,0.419,1
"chr12-76347072-76348947",0.00295700222910749,0.431968325544737,0.428,0.347,1
"chr20-22586608-22587316",0.00295808963753069,0.460739354885679,0.248,0.197,1
"chr9-107465465-107466369",0.00295909504975044,-1.15170570778687,0.104,0.208,1
"chr16-31032575-31034599",0.00296035425735851,0.176697694997595,0.424,0.372,1
"chr17-40532882-40534949",0.00296454873117428,0.962171788960343,0.212,0.127,1
"chr14-39102304-39103826",0.00296581152683021,0.330524355441917,0.444,0.408,1
"chr3-138915053-138916405",0.00296606858519732,0.225877811455069,0.456,0.386,1
"chr16-660372-661546",0.00296718960565271,-1.05854674075939,0.2,0.319,1
"chr6-30719653-30723040",0.00297307658207195,-0.596313271810235,0.572,0.674,1
"chr9-136798973-136801586",0.00297366492863182,0.0673539088019481,0.756,0.673,1
"chr9-123322214-123323508",0.00297880849823117,-1.6018238845121,0.032,0.105,1
"chr12-85468641-85469554",0.00298046325250714,0.867723944440183,0.152,0.087,1
"chr22-22156690-22157483",0.00298787482649172,0.522675830046728,0.132,0.104,1
"chr13-72726838-72728464",0.00298958664191153,0.212768386891783,0.644,0.561,1
"chr12-120361428-120362858",0.00299330420294191,0.551915990320968,0.28,0.2,1
"chr19-48190309-48190887",0.0029933498476298,1.42002211431993,0.116,0.042,1
"chr3-50345492-50346013",0.00299752097155367,0.64928480697486,0.124,0.077,1
"chr8-116755403-116756307",0.00300160953237942,-0.921344295582584,0.152,0.283,1
"chr9-129142874-129144128",0.00300601235006851,-1.39052036724112,0.068,0.136,1
"chr12-56220509-56222668",0.00301122555774244,0.240303363474739,0.504,0.448,1
"chr20-45347646-45348807",0.00301225107129075,0.541790039969242,0.3,0.217,1
"chr7-2640296-2642189",0.00301261187951464,-1.39942384236605,0.04,0.115,1
"chr10-101012589-101013524",0.00301331097656789,-1.21976004512762,0.096,0.197,1
"chr1-183652509-183653832",0.00302366704907022,-1.26430295626876,0.18,0.239,1
"chr17-35119218-35120309",0.00302409770841782,0.483327768477916,0.38,0.294,1
"chr5-69414769-69416536",0.0030241819570387,-0.505429990391613,0.512,0.632,1
"chr1-119808918-119809376",0.00302996399969898,0.506060636883783,0.16,0.117,1
"chr5-72818885-72819400",0.00303024558274419,0.578526628873167,0.152,0.127,1
"chr10-104268381-104269619",0.00303098923329858,-0.631948386418558,0.388,0.52,1
"chr20-41002902-41004139",0.00303274470246671,0.602490041494713,0.208,0.143,1
"chr1-11099233-11100324",0.00303538654633248,0.325550585001558,0.244,0.22,1
"chr15-90412613-90413310",0.00303560480281143,-1.94468497156069,0.032,0.104,1
"chr2-68120938-68122804",0.00304007310449735,1.15551709254757,0.116,0.062,1
"chr17-77449815-77460985",0.0030403539305057,0.88849373969293,0.244,0.157,1
"chr5-82165838-82166320",0.00304584039674369,0.638209935333637,0.24,0.166,1
"chr9-131273076-131279235",0.00304625222405548,0.538276529784216,0.26,0.216,1
"chr10-7817974-7819494",0.0030486021699565,0.154744013997923,0.488,0.442,1
"chr5-1174216-1174842",0.00305120728896819,-1.66990096880143,0.04,0.117,1
"chr19-12665027-12667064",0.00305606452887986,0.593052275161211,0.272,0.201,1
"chr4-48830570-48831773",0.00306225038817934,0.307551172416778,0.528,0.455,1
"chr8-144477521-144479561",0.00306294675829645,-0.809805603750622,0.34,0.465,1
"chr1-92858781-92859605",0.00307804968086729,0.824343029625531,0.148,0.097,1
"chr11-3049590-3050480",0.00308248019554833,1.51182862874777,0.12,0.043,1
"chr9-127875551-127878700",0.00308731394483682,0.40314563494823,0.388,0.297,1
"chr15-52527910-52529957",0.00308733502299114,0.317171675636902,0.384,0.328,1
"chr1-173406706-173407638",0.00308954879843178,0.846677856067396,0.132,0.08,1
"chr20-63501801-63503002",0.0030897561993586,0.510479090260633,0.344,0.255,1
"chr4-186021513-186021928",0.00309176643228929,0.884043515034457,0.164,0.086,1
"chr11-130213011-130213546",0.00309448602695743,-1.54884311985475,0.04,0.129,1
"chr9-106878894-106879549",0.00309478839857097,0.477450496029282,0.236,0.17,1
"chr6-28943481-28944788",0.00309806335216711,0.41272019120422,0.216,0.178,1
"chr17-77887329-77888437",0.00309832474990206,0.744110597447377,0.176,0.11,1
"chr9-71285186-71285529",0.0031004819207317,1.22655980240204,0.108,0.05,1
"chr12-54005866-54006753",0.00310139500095224,0.586676943835144,0.2,0.141,1
"chr12-26124421-26126986",0.00311007601922033,0.379468728841718,0.54,0.456,1
"chr2-201618942-201619472",0.00311763002556567,0.599162316529515,0.204,0.128,1
"chr9-129080284-129081981",0.00311813606062763,-0.433189883983342,0.552,0.662,1
"chr16-30814012-30814875",0.00312895210168886,-0.676875898102036,0.256,0.391,1
"chr9-15304526-15307926",0.00313082575140548,-0.572124851347176,0.496,0.62,1
"chr6-27772305-27772905",0.00313154749626307,0.76735683040182,0.144,0.101,1
"chr2-64403560-64405136",0.00313412822291457,1.31751906804052,0.16,0.048,1
"chr1-31762515-31765499",0.00313907721706398,0.314429888571311,0.252,0.233,1
"chr19-40754450-40755315",0.00314211413706824,-1.73005603018562,0.056,0.132,1
"chr16-1133597-1136665",0.00314257650211516,-0.100588326596088,0.276,0.255,1
"chr17-80426780-80427340",0.00314784396692311,-1.13875569830558,0.084,0.167,1
"chr4-83334202-83335374",0.00315055828641524,0.292975372108295,0.432,0.356,1
"chr22-36434495-36436350",0.00315301417133886,0.667916866220506,0.184,0.113,1
"chr10-123153818-123155326",0.00315514112512449,-0.612234784661573,0.452,0.565,1
"chr15-41620978-41622304",0.00315916880824222,0.665393039847005,0.3,0.191,1
"chr5-80247118-80247930",0.00316147528759726,0.810514611184988,0.18,0.109,1
"chr3-150759712-150764317",0.00316231921916866,0.0616087520471817,0.624,0.62,1
"chr11-67467952-67469799",0.003163555717521,-0.725744568294066,0.316,0.432,1
"chr19-52007627-52008729",0.00316494314881962,0.352470136394312,0.356,0.289,1
"chr4-40856876-40857465",0.0031665312404109,0.38530291223145,0.264,0.217,1
"chr11-62831103-62832856",0.00317119591247589,-0.542092096386369,0.436,0.569,1
"chr15-57496942-57497901",0.00317285455966117,0.524298796795296,0.2,0.135,1
"chr13-99498053-99499301",0.00317665199237598,0.234243376872422,0.584,0.515,1
"chr5-123511521-123513591",0.00317804610054651,0.125229416635209,0.692,0.615,1
"chr15-55318614-55319623",0.003178399407101,0.412838596449589,0.276,0.207,1
"chr7-76280507-76283116",0.00318130522108276,-1.01687059243857,0.144,0.249,1
"chr2-42141547-42142644",0.00318135178388057,0.979047792629996,0.112,0.054,1
"chr19-14380289-14385914",0.00318305431744839,0.761004806886493,0.156,0.11,1
"chr7-75073153-75074312",0.00318331434500718,0.350738221913797,0.4,0.364,1
"chr13-95380566-95381096",0.00319107662200925,1.23754808780519,0.144,0.069,1
"chr12-27710044-27711456",0.00319134193228274,-0.711196578824136,0.336,0.468,1
"chr5-112160387-112161445",0.0031936039893402,0.261630946051236,0.544,0.476,1
"chr13-45464430-45465747",0.00319543189618775,0.293196628481018,0.544,0.471,1
"chr3-57169982-57170577",0.00319704471087961,0.762902030355638,0.172,0.115,1
"chr14-59507302-59507740",0.00320029003941611,-1.58268648292866,0.036,0.109,1
"chr19-1019879-1022174",0.00320205131176159,-0.528765718389964,0.404,0.526,1
"chr5-14108423-14108928",0.00320396449711003,0.812091396749989,0.18,0.116,1
"chr1-88890733-88892932",0.00320544726946874,0.301236205543721,0.364,0.314,1
"chr1-193417494-193418995",0.00321197978812318,0.886679612567493,0.108,0.063,1
"chr11-125062673-125063859",0.00321262713720426,1.10631313392137,0.124,0.059,1
"chr15-22757375-22758266",0.00321331083680833,1.01224317031625,0.132,0.068,1
"chr13-27533020-27533698",0.00321453531402151,0.459904609025922,0.292,0.222,1
"chr22-39343460-39343937",0.0032157000033774,-1.79584318124653,0.036,0.113,1
"chr4-6250434-6251099",0.00321726746401488,0.686164475530808,0.164,0.122,1
"chr5-172707155-172707624",0.00321990753233427,0.910042204289681,0.104,0.057,1
"chr3-49469086-49471071",0.00322182348222566,-0.535827010837834,0.5,0.618,1
"chr12-113421934-113422820",0.00322235983301066,0.402031986376399,0.276,0.217,1
"chr16-10737014-10737730",0.00322518118956686,0.785454108205051,0.14,0.102,1
"chr11-47185306-47187789",0.00323777499886906,-1.30610274779469,0.084,0.164,1
"chr11-85854466-85855538",0.00323907764087481,0.381304176711011,0.372,0.291,1
"chr16-1610040-1612970",0.00323919377715472,-0.51093840359428,0.508,0.63,1
"chr4-186038146-186038595",0.00324136265541267,0.794559608190195,0.108,0.062,1
"chr7-100889104-100891135",0.00324866600902152,0.292740449486981,0.568,0.506,1
"chr20-461495-463148",0.00325432105964572,0.257071651604283,0.476,0.428,1
"chr2-171159036-171161601",0.00325456085114756,0.201405210452855,0.424,0.438,1
"chr5-115625091-115626797",0.00325470695341322,0.174932005410008,0.62,0.599,1
"chr20-32638646-32639381",0.00325960641724726,-1.04073025241875,0.104,0.199,1
"chr11-64358648-64360710",0.00326423440859912,0.492026830663137,0.252,0.187,1
"chr1-56797307-56797710",0.00326467819842588,0.945851431107092,0.12,0.052,1
"chr5-159049698-159051881",0.00326623499243786,0.407882501704297,0.228,0.164,1
"chr16-90081847-90082870",0.00326866211789731,0.186132650403306,0.248,0.233,1
"chr18-23437363-23438224",0.00326952338441753,0.681809721541767,0.252,0.159,1
"chr10-63866382-63867037",0.00327223929519905,-1.76191118740807,0.032,0.1,1
"chr1-19659627-19660241",0.0032726957721783,-1.24126681618631,0.084,0.178,1
"chr1-8169416-8170736",0.00327281806316555,0.315953053549897,0.304,0.242,1
"chr1-89804593-89805087",0.0032741285478507,0.945579767796713,0.116,0.062,1
"chr19-1406380-1409593",0.00327492703533754,-0.58100972507604,0.444,0.565,1
"chr20-57707226-57710913",0.00328480757593873,1.03170880089076,0.2,0.111,1
"chr12-58540449-58540924",0.00328902146498562,0.582830088980932,0.236,0.162,1
"chr11-85941358-85941779",0.00329134078856425,0.778902731694875,0.104,0.062,1
"chr7-157279014-157279837",0.00329841178419199,0.811916278435247,0.156,0.084,1
"chr18-57629839-57631378",0.00330118348973653,0.397061920820951,0.38,0.297,1
"chr22-38467474-38468468",0.00330288324398861,-1.31658010074462,0.064,0.142,1
"chr20-38057442-38057946",0.00330634085695392,1.00294248044028,0.144,0.086,1
"chr19-10095772-10096811",0.00330939136496337,0.296150278332433,0.432,0.363,1
"chr12-124827688-124828943",0.00330951861760096,-1.7438067577066,0.064,0.111,1
"chr1-93345053-93347118",0.00331183900285358,0.22602566903626,0.372,0.333,1
"chr19-38387197-38390144",0.00331224859992807,0.106301174901344,0.628,0.606,1
"chr1-210292253-210293503",0.00331341505404011,-1.16459335840668,0.136,0.237,1
"chr16-2513170-2515109",0.00332011967063533,-0.728812601583916,0.324,0.452,1
"chr7-30983532-30984031",0.00332382653076747,0.88231651383857,0.212,0.11,1
"chr3-179346535-179348754",0.0033249842114724,-0.660539698289306,0.324,0.468,1
"chr19-49117972-49120453",0.00332693933418464,0.225570229159094,0.672,0.593,1
"chr2-8676351-8683817",0.00333059463822907,0.0349477872190054,0.796,0.731,1
"chr10-102064766-102066943",0.0033316737679278,-0.678514578890303,0.344,0.471,1
"chr4-140861354-140861755",0.0033345132303182,1.20697212459704,0.128,0.054,1
"chr11-73185132-73186250",0.00333608993853651,-1.59981582502601,0.04,0.101,1
"chr3-108588921-108590244",0.00333648277154812,0.442926621486543,0.372,0.297,1
"chr12-1690422-1691848",0.00334683066313624,-0.650584272729472,0.336,0.462,1
"chr12-54358083-54359923",0.00334787918027329,0.217839126986204,0.576,0.526,1
"chr8-124692276-124693058",0.00334813922648061,-1.92493093106955,0.052,0.101,1
"chr20-5119060-5120549",0.00334966720608316,0.295401031272189,0.572,0.556,1
"chr19-14528803-14530343",0.00336438901656097,0.227517133113934,0.62,0.617,1
"chr1-37752543-37753434",0.00336724353388873,0.536869133779614,0.176,0.131,1
"chr12-31229160-31229983",0.00336736689474975,-1.27086711563227,0.156,0.25,1
"chr22-24521588-24522187",0.00337137044443926,-0.952911213465042,0.172,0.284,1
"chr6-41456217-41457435",0.00337599020890175,0.217559357971003,0.504,0.414,1
"chr7-48035105-48036368",0.00337616513601867,0.377217025830828,0.48,0.406,1
"chr10-100518717-100519839",0.00337949241976791,-1.2005027446319,0.084,0.163,1
"chr2-96856981-96859789",0.00338036618830157,-0.617616659188895,0.428,0.526,1
"chr20-20743413-20744562",0.00338720348507123,0.552139835901919,0.268,0.166,1
"chr4-99893965-99895019",0.00338811556612586,0.469450736139556,0.384,0.303,1
"chr7-95544928-95545409",0.00339771240920972,0.74499671219486,0.196,0.109,1
"chr21-43937715-43939525",0.00340177940671039,-0.91357147061952,0.172,0.277,1
"chr20-35771395-35773936",0.00340349493915715,0.233780968533212,0.576,0.558,1
"chr4-185726913-185727309",0.00340406162388695,1.25219124043275,0.14,0.051,1
"chr16-3152142-3153220",0.0034075731797635,0.370240815106521,0.252,0.207,1
"chr17-38718589-38719019",0.00340951222540197,1.13244270958146,0.116,0.056,1
"chr1-150977184-150977771",0.00341081614887404,-1.59944880066179,0.048,0.138,1
"chr18-32084956-32085967",0.00341876467494356,0.618168061272017,0.14,0.094,1
"chr19-18006708-18008715",0.00342504227650162,-0.656088623580065,0.296,0.432,1
"chr1-3856576-3858564",0.00342778059512671,-0.602706066936124,0.384,0.515,1
"chr5-1522880-1524679",0.00342875748256393,0.335323028327738,0.4,0.343,1
"chr8-22058727-22060934",0.0034293936824355,-1.16761133748811,0.132,0.262,1
"chr11-128448465-128448981",0.00342985833852494,0.350825893079005,0.152,0.123,1
"chr2-37924804-37925956",0.00343592465392679,0.434542327799639,0.332,0.254,1
"chr3-197297212-197299538",0.00343666998313125,0.199675948108461,0.5,0.46,1
"chr3-49276558-49277660",0.00344082819829926,0.383702554302503,0.184,0.153,1
"chr5-177607192-177608010",0.00344106477393009,-0.832362021822833,0.224,0.347,1
"chr11-102346420-102348476",0.00344406952781362,0.236142489102166,0.452,0.422,1
"chr22-44023635-44027599",0.0034448473615138,-0.893984484641034,0.164,0.302,1
"chr19-40592147-40592577",0.0034493587048013,0.705612249205739,0.108,0.063,1
"chr8-125647988-125649073",0.00345129765251011,-1.50791291963339,0.076,0.175,1
"chr9-91036917-91038383",0.00345772002381658,0.203768341735146,0.452,0.404,1
"chr11-111730852-111731670",0.00346083639007792,0.0961880896156796,0.248,0.214,1
"chr5-118987787-118989179",0.00346137505685659,0.130061746312064,0.676,0.667,1
"chr7-32669090-32669569",0.00346176812329048,0.593849868596265,0.132,0.067,1
"chr17-68456103-68458337",0.00346997303392529,-0.452411088982322,0.536,0.647,1
"chrX-41441956-41442966",0.00347312141962127,0.110640805853373,0.412,0.351,1
"chr1-168686724-168687166",0.00347905162759029,0.159601623360381,0.152,0.096,1
"chr9-112793150-112793652",0.00348225067724267,0.681194115753737,0.124,0.077,1
"chr7-99392366-99393847",0.00348274965293117,0.238151672052805,0.516,0.446,1
"chr1-93850521-93851135",0.00348393848903399,0.47989161712727,0.108,0.079,1
"chr17-47067096-47067814",0.00349371370576425,0.641755063477919,0.292,0.195,1
"chr12-113852265-113853890",0.00349447523369246,0.00920845022690678,0.372,0.299,1
"chr17-75046315-75047911",0.00349536787962489,-0.512744095411816,0.412,0.517,1
"chr12-6605263-6609299",0.00349883831444774,-0.629056091014203,0.492,0.579,1
"chr3-177777706-177779066",0.00350046948583374,1.0198912167652,0.132,0.073,1
"chr5-145834859-145835963",0.00350387310464218,0.230586576599273,0.488,0.459,1
"chr2-118013072-118014973",0.00350771320372273,0.199571911339093,0.42,0.355,1
"chr5-139666585-139671929",0.00350819888634559,-0.70890112444866,0.252,0.405,1
"chrX-47482175-47483511",0.00351185126613661,0.366220171155522,0.34,0.301,1
"chr12-52068864-52070684",0.00351496842460515,0.140111243450853,0.628,0.57,1
"chr19-23074948-23075794",0.00351595067745013,-1.9101717955098,0.04,0.104,1
"chr19-10380034-10381234",0.00352103201442034,0.24723159630222,0.576,0.508,1
"chr14-23327986-23328437",0.0035250647919404,1.14377791010586,0.116,0.057,1
"chr6-137309102-137309683",0.00352530524279059,-1.6202291365652,0.048,0.12,1
"chr5-82641245-82641778",0.00352548061628475,0.532853406970041,0.208,0.165,1
"chr12-121399434-121401272",0.00352623003862388,0.11216127361114,0.648,0.642,1
"chr10-133329629-133330357",0.00353218040817505,-1.04207690371318,0.112,0.241,1
"chr1-5745723-5746379",0.00353506404190888,-1.71016972622102,0.04,0.118,1
"chr19-7068942-7070143",0.00353572900014813,0.228362716537359,0.616,0.532,1
"chr17-63945319-63947189",0.00355244389944531,1.1746307826679,0.136,0.066,1
"chr17-67528688-67529552",0.00355302018618092,-0.897902520414774,0.176,0.26,1
"chr9-109497672-109498613",0.00355500757458442,0.43958852203017,0.324,0.231,1
"chr5-163649566-163649994",0.00355851300507329,-1.9101717955098,0.052,0.118,1
"chr16-56269244-56270579",0.00356017781587107,-0.960359713491418,0.192,0.302,1
"chr2-177724673-177725059",0.00356563260234618,0.890496150348475,0.108,0.07,1
"chr11-34624003-34624511",0.00357491631979912,0.57904836247581,0.188,0.118,1
"chr22-40009518-40010758",0.00357662120316404,-1.66573897983013,0.06,0.117,1
"chr19-45078915-45080085",0.00357763298174828,0.43752662874176,0.272,0.232,1
"chr3-59049490-59050464",0.00357950547023608,0.345308685062328,0.384,0.286,1
"chr14-31206095-31208808",0.00358026740809055,0.20150516237071,0.656,0.596,1
"chr12-110887728-110888452",0.00358100384772965,-1.39101658585346,0.048,0.12,1
"chr19-45404091-45407041",0.00358350264714684,0.103419092854433,0.744,0.642,1
"chr11-18720779-18722473",0.00358613817756546,0.301458149174629,0.304,0.25,1
"chr17-44122907-44124316",0.00358615198623299,0.277886795776167,0.52,0.449,1
"chr11-66868564-66869253",0.00358662068365598,-1.19766722564351,0.08,0.181,1
"chr11-57666730-57668952",0.00359563830386148,-0.495542278142669,0.612,0.705,1
"chrX-129776618-129777888",0.00359601767753638,-1.53152032666566,0.032,0.118,1
"chr6-34609496-34610521",0.0035971692044334,-1.38847053239884,0.088,0.178,1
"chr4-985022-985542",0.00359810253622059,-1.59543542198369,0.04,0.123,1
"chr7-65216383-65216823",0.00360563578581427,0.897640192898034,0.104,0.055,1
"chr19-3606209-3610168",0.00362067690767607,-1.42208358504279,0.064,0.135,1
"chr20-35972355-35973088",0.00362342139277181,0.175736943032141,0.216,0.192,1
"chr19-1037510-1043375",0.00362544759027612,-0.498257006608125,0.44,0.526,1
"chr7-103074151-103075963",0.00362795386111268,0.186287705955961,0.664,0.631,1
"chr17-43124527-43125885",0.00362983955930432,0.415439616364454,0.388,0.348,1
"chr21-39675993-39676853",0.00363143834658074,0.751840321681213,0.272,0.149,1
"chr12-132760527-132762669",0.00363708000642987,0.152488766691764,0.508,0.451,1
"chr6-16803186-16804035",0.00363818211197526,-0.932301982266835,0.184,0.277,1
"chr8-100899604-100900885",0.00363989578458972,-1.56509121268271,0.064,0.148,1
"chr16-23324620-23325208",0.00364242827465579,0.694158156325011,0.184,0.112,1
"chr17-74190117-74190560",0.00364815529972054,-1.56789636800558,0.04,0.107,1
"chr1-84479006-84479980",0.00365130745519791,0.296656117285014,0.18,0.154,1
"chr10-68526913-68528052",0.00365410377047564,-0.70656431122428,0.32,0.43,1
"chr19-44141133-44142046",0.00365527858218026,0.307496407135224,0.188,0.15,1
"chr14-89186258-89187488",0.00365588700532678,-1.90553119654238,0.04,0.129,1
"chr2-200376431-200377219",0.00365689273301524,0.312065937892416,0.104,0.074,1
"chr19-50368478-50369614",0.00366053343957935,0.46912180615473,0.352,0.25,1
"chr7-44398470-44399016",0.00366350224176751,0.794336242138856,0.112,0.068,1
"chr1-226121235-226123340",0.00366695900164389,0.216951607235712,0.364,0.366,1
"chr17-39208207-39210333",0.00366895133709567,1.33705514468747,0.152,0.062,1
"chr3-51388560-51389758",0.00366927872652171,-1.45597989368205,0.044,0.126,1
"chr19-11324000-11324797",0.00367243710353404,-1.43188967991841,0.052,0.123,1
"chr1-91500224-91501860",0.0036729129871826,0.385266763606209,0.348,0.254,1
"chr13-26971869-26972635",0.00367508237707071,0.254992612649109,0.24,0.205,1
"chr1-9822792-9826171",0.00367562583356497,0.135986553091696,0.384,0.341,1
"chr20-47663700-47664355",0.00367764058016746,0.871517950706816,0.152,0.098,1
"chr7-6270931-6273128",0.0036844144347741,0.31061676524151,0.444,0.364,1
"chr5-34928925-34930519",0.00368904679637396,0.0585367307010509,0.796,0.745,1
"chr9-135797409-135798426",0.00370402395253363,-1.47277700912177,0.072,0.141,1
"chr16-88742865-88744335",0.00370650555445328,-1.82462031044719,0.04,0.112,1
"chr22-50582011-50583581",0.00370758025772248,-0.582254123415153,0.456,0.59,1
"chr20-1391750-1393692",0.00370835827997943,0.317623658904603,0.432,0.366,1
"chr7-22488824-22489286",0.00371633231319171,0.868845111891294,0.116,0.071,1
"chr19-41449107-41449805",0.00372496480878033,0.947368389994958,0.136,0.081,1
"chr9-131422508-131423812",0.00373301325973407,-0.916095053065883,0.176,0.299,1
